District code,State name,District name,Population Total,Literacy rate,name,Place,Coordinates,Area,Population
171,UTTAR PRADESH,Chitrakoot,991730,0.53550059,"Chitrakoot, UTTAR PRADESH","Karwi, UP, India","25.213214874267578, 80.91514587402344",3216,308.3737562
172,UTTAR PRADESH,Fatehpur,2632733,0.574371195,"Fatehpur, UTTAR PRADESH","Fatehpur, UP, India","27.17460060119629, 81.21019744873047",4152,634.0879094
173,UTTAR PRADESH,Pratapgarh,3209141,0.601892843,"Pratapgarh, UTTAR PRADESH","Pratapgarh, UP, India","25.8974609375, 81.88225555419922",3717,863.3685768
174,UTTAR PRADESH,Kaushambi,1599596,0.508518401,"Kaushambi, UTTAR PRADESH","Ghaziabad, UP, India","28.643491744995117, 77.32044219970703",4950,323.1507071
175,UTTAR PRADESH,Allahabad,5954391,0.615634244,"Allahabad, UTTAR PRADESH","Allahabad, UP, India","25.43951416015625, 81.84930419921875",5482,1086.171288
176,UTTAR PRADESH,Bara Banki,3260699,0.519047603,"Bara Banki, UTTAR PRADESH","Nawabganj, UP, India","26.929229736328125, 81.18331146240234",4243,768.4890408
177,UTTAR PRADESH,Faizabad,2470996,0.587172541,"Faizabad, UTTAR PRADESH","Faizabad, UP, India","26.66949462890625, 82.24029541015625",2341,1055.530115
178,UTTAR PRADESH,Ambedkar Nagar,2397888,0.620103608,"Ambedkar Nagar, UTTAR PRADESH","Hardoi, UP, India","27.401517868041992, 80.13033294677734",2350,1020.377872
179,UTTAR PRADESH,Sultanpur,3797117,0.589895439,"Sultanpur, UTTAR PRADESH","Sultanpur, UP, India","26.26449966430664, 82.07279968261719",9712,390.9716845
180,UTTAR PRADESH,Bahraich,3487731,0.400939178,"Bahraich, UTTAR PRADESH","Bahraich, UP, India","27.583738327026367, 81.60444641113281",2457,1419.507937
181,UTTAR PRADESH,Shrawasti,1117361,0.378850703,"Shrawasti, UTTAR PRADESH","UP, India","27.718177795410156, 81.90364074707031",1640,681.3176829
182,UTTAR PRADESH,Balrampur,2148665,0.404137918,"Balrampur, UTTAR PRADESH","Balrampur, UP, India","27.4176025390625, 82.16959381103516",10743,200.0060505
183,UTTAR PRADESH,Gonda,3433919,0.489235186,"Gonda, UTTAR PRADESH","Gonda, UP, India","27.118732452392578, 81.97422790527344",4003,857.8363727
184,UTTAR PRADESH,Siddharthnagar,2559297,0.480181081,"Siddharthnagar, UTTAR PRADESH","UP, India","27.269794464111328, 82.87299346923828",4851,527.5813234
185,UTTAR PRADESH,Basti,2464464,0.565552185,"Basti, UTTAR PRADESH","Basti, UP, India","26.81732177734375, 82.76348876953125",3353,735.0026842
186,UTTAR PRADESH,Sant Kabir Nagar,1715183,0.556762165,"Sant Kabir Nagar, UTTAR PRADESH","Khalilabad, UP, India","26.777854919433594, 83.02792358398438",1646,1042.030984
187,UTTAR PRADESH,Mahrajganj,2684703,0.528603723,"Mahrajganj, UTTAR PRADESH","Maharajganj, UP, India","27.14544105529785, 83.52944946289062",3554,755.4032077
188,UTTAR PRADESH,Gorakhpur,4440895,0.608059411,"Gorakhpur, UTTAR PRADESH","Gorakhpur, UP, India","26.760761260986328, 83.37370300292969",3321,1337.2162
189,UTTAR PRADESH,Kushinagar,3564544,0.548406753,"Kushinagar, UTTAR PRADESH","Kasia, UP, India","26.744895935058594, 83.88990783691406",13841,257.5351492
190,UTTAR PRADESH,Deoria,3100946,0.604731266,"Deoria, UTTAR PRADESH","Deoria, UP, India","26.5772705078125, 83.83331298828125",2540,1220.844882
191,UTTAR PRADESH,Azamgarh,4613913,0.600773573,"Azamgarh, UTTAR PRADESH","Azamgarh, UP, India","26.06709861755371, 83.18377685546875",4054,1138.113715
192,UTTAR PRADESH,Mau,2205968,0.617889289,"Mau, UTTAR PRADESH","Mau, UP, India","25.974821090698242, 83.57463836669922",9699,227.4428292
193,UTTAR PRADESH,Ballia,3239774,0.606088573,"Ballia, UTTAR PRADESH","Ballia, UP, India","25.758668899536133, 84.14874267578125",3349,967.3854882
194,UTTAR PRADESH,Jaunpur,4494204,0.607822208,"Jaunpur, UTTAR PRADESH","Jaunpur, UP, India","25.754898071289062, 82.68705749511719",5838,769.8191161
195,UTTAR PRADESH,Ghazipur,3620268,0.607012796,"Ghazipur, UTTAR PRADESH","Ghazipur, UP, India","25.58344841003418, 83.56761932373047",3377,1072.036719
196,UTTAR PRADESH,Chandauli,1952756,0.601511914,"Chandauli, UTTAR PRADESH","Chandauli, UP, India","25.26099967956543, 83.25990295410156",2541,768.4990161
197,UTTAR PRADESH,Varanasi,3676841,0.653795745,"Varanasi, UTTAR PRADESH","Varanasi, UP, India","25.3096923828125, 83.00567626953125",6075,605.2413169
198,UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),1578213,0.57669402,"Sant Ravidas Nagar (Bhadohi), UTTAR PRADESH","Bhadohi, UP, India","25.39150047302246, 82.56759643554688",1015,1554.889655
199,UTTAR PRADESH,Mirzapur,2496970,0.572166666,"Mirzapur, UTTAR PRADESH","Mirzapur, UP, India","25.121509552001953, 82.56344604492188",1615,1546.111455
200,UTTAR PRADESH,Sonbhadra,1862559,0.52922243,"Sonbhadra, UTTAR PRADESH","Robertsganj, UP, India","24.682899475097656, 83.06390380859375",2122,877.7375118
201,UTTAR PRADESH,Etah,1774480,0.594654209,"Etah, UTTAR PRADESH","Etah, UP, India","27.568485260009766, 78.64682006835938",2431,729.938297
202,UTTAR PRADESH,Kanshiram Nagar,1436719,0.504517585,"Kanshiram Nagar, UTTAR PRADESH","Kasganj district, UP, India","27.81999969482422, 78.6500015258789",3155,455.3784469
203,BIHAR,Pashchim Champaran,3935042,0.447131441,"Pashchim Champaran, BIHAR","Bagaha, BR, India","27.06914520263672, 84.299072265625",5228,752.685922
204,BIHAR,Purba Champaran,5099371,0.446517227,"Purba Champaran, BIHAR","Motihari, BR, India","26.631710052490234, 84.89929962158203",3968,1285.12374
205,BIHAR,Sheohar,656246,0.432304349,"Sheohar, BIHAR","Sheohar, BR, India","26.51409912109375, 85.29570007324219",6606,99.34090221
206,BIHAR,Sitamarhi,3423574,0.41967663,"Sitamarhi, BIHAR","Sitamarhi, BR, India","26.561899185180664, 85.52259826660156",5743,596.1298973
207,BIHAR,Madhubani,4487379,0.480311113,"Madhubani, BIHAR","Madhubani, BR, India","26.348899841308594, 86.07710266113281",3710,1209.536119
208,BIHAR,Supaul,2229076,0.463547676,"Supaul, BIHAR","Supaul, BR, India","26.113100051879883, 86.59310150146484",4549,490.0145087
209,BIHAR,Araria,2811569,0.42530274,"Araria, BIHAR","Basantpur, BR, India","26.13319969177246, 87.45819854736328",2830,993.4872792
210,BIHAR,Kishanganj,1690400,0.440757217,"Kishanganj, BIHAR","Kishanganj, BR, India","26.097801208496094, 87.94860076904297",1644,1028.223844
211,BIHAR,Purnia,3264619,0.408110717,"Purnia, BIHAR","Purnia, BR, India","25.72794532775879, 87.51516723632812",3229,1011.030969
212,BIHAR,Katihar,3071029,0.416860277,"Katihar, BIHAR","Katihar, BR, India","25.54790496826172, 87.56388092041016",2502,1227.429656
213,BIHAR,Madhepura,2001762,0.416921192,"Madhepura, BIHAR","Madhepura, BR, India","25.919300079345703, 86.79029846191406",3501,571.7686375
214,BIHAR,Saharsa,1900661,0.42353476,"Saharsa, BIHAR","Saharsa, BR, India","25.852983474731445, 86.56278991699219",1687,1126.651452
215,BIHAR,Darbhanga,3937385,0.46138084,"Darbhanga, BIHAR","Darbhanga, BR, India","26.08963966369629, 85.8074722290039",2279,1727.681
216,BIHAR,Muzaffarpur,4801062,0.522641032,"Muzaffarpur, BIHAR","Muzaffarpur, BR, India","26.140886306762695, 85.35749053955078",5291,907.4016254
217,BIHAR,Gopalganj,2562012,0.539809337,"Gopalganj, BIHAR","Gopalganj, BR, India","26.464221954345703, 84.4520034790039",2033,1260.212494
218,BIHAR,Siwan,3330464,0.579551378,"Siwan, BIHAR","Siwan, BR, India","26.160295486450195, 84.41474914550781",1936,1720.280992
219,BIHAR,Saran,3951862,0.545933537,"Saran, BIHAR","BR, India","25.904361724853516, 84.82498931884766",2641,1496.350625
220,BIHAR,Vaishali,3495021,0.55128138,"Vaishali, BIHAR","Vaishali, BR, India","25.937816619873047, 85.1458969116211",3008,1161.908577
221,BIHAR,Samastipur,4261566,0.502838628,"Samastipur, BIHAR","Samastipur, BR, India","25.859800338745117, 85.7865982055664",2904,1467.481405
222,BIHAR,Begusarai,2970541,0.521343755,"Begusarai, BIHAR","Begusarai, BR, India","25.424041748046875, 86.13468170166016",13433,221.1375717
223,BIHAR,Khagaria,1666886,0.460756164,"Khagaria, BIHAR","Khagaria, BR, India","25.505699157714844, 86.46720123291016",8303,200.7570758
224,BIHAR,Bhagalpur,3037766,0.517836463,"Bhagalpur, BIHAR","Bhagalpur, BR, India","25.237844467163086, 87.0477294921875",4087,743.275263
225,BIHAR,Banka,2034763,0.474414465,"Banka, BIHAR","Banka, BR, India","24.885000228881836, 86.92430114746094",6882,295.6644871
226,BIHAR,Munger,1367765,0.586224242,"Munger, BIHAR","Munger, BR, India","25.38676643371582, 86.46588134765625",4008,341.2587325
227,BIHAR,Lakhisarai,1000912,0.506807791,"Lakhisarai, BIHAR","Lakhisarai, BR, India","25.16777992248535, 86.09443664550781",30,33363.73333
228,BIHAR,Sheikhpura,636342,0.516508418,"Sheikhpura, BIHAR","Sheikhpura, BR, India","25.133895874023438, 85.85540008544922",349,1823.329513
229,BIHAR,Nalanda,2877653,0.528184948,"Nalanda, BIHAR","Nalanda, BR, India","25.1282901763916, 85.45022583007812",14240,202.0823736
230,BIHAR,Patna,5838465,0.592566539,"Patna, BIHAR","Patna, BR, India","25.553194046020508, 85.07474517822266",3202,1823.3807
231,BIHAR,Bhojpur,2728407,0.586111603,"Bhojpur, BIHAR","BR, India","25.471660614013672, 84.5423812866211",2772,984.2738095
232,BIHAR,Buxar,1706352,0.58007199,"Buxar, BIHAR","Buxar, BR, India","25.561002731323242, 83.98069763183594",1703,1001.968291
233,BIHAR,Kaimur (Bhabua),1626384,0.565841769,"Kaimur (Bhabua), BIHAR","Bhabua, BR, India","25.03969955444336, 83.61229705810547",45674,35.60853002
234,BIHAR,Rohtas,2959918,0.608068196,"Rohtas, BIHAR","Rohtas, BR, India","24.62441635131836, 83.91790008544922",3881,762.6688998
235,BIHAR,Aurangabad,2540073,0.577149554,"Aurangabad, BIHAR","Aurangabad, BR, India","24.75300407409668, 84.3733139038086",3305,768.5546142
236,BIHAR,Gaya,4391418,0.523205261,"Gaya, BIHAR","Gaya, BR, India","24.821636199951172, 85.03539276123047",4976,882.5196945
237,BIHAR,Nawada,2219146,0.491635972,"Nawada, BIHAR","Nawada, BR, India","24.877092361450195, 85.53749084472656",3890,570.4745501
238,BIHAR,Jamui,1760405,0.487721859,"Jamui, BIHAR","Jamui, BR, India","24.929399490356445, 86.22740173339844",1811,972.0623965
239,BIHAR,Jehanabad,1125313,0.549963432,"Jehanabad, BIHAR","Jehanabad, BR, India","25.22429656982422, 84.99020385742188",4038,278.6807826
240,BIHAR,Arwal,700843,0.551266118,"Arwal, BIHAR","Arwal, BR, India","25.24374008178711, 84.66300201416016",638,1098.5
241,SIKKIM,North  District,43709,0.696652863,"North  District, SIKKIM","SK, India","27.743234634399414, 88.53214263916016",4226,10.34287743
242,SIKKIM,West District,136435,0.684809616,"West District, SIKKIM","SK, India","27.350872039794922, 88.17915344238281",3677,37.10497688
243,SIKKIM,South District,146850,0.726870957,"South District, SIKKIM","SK, India","27.278440475463867, 88.38922119140625",1887,77.82193959
244,SIKKIM,East District,283583,0.75578931,"East District, SIKKIM","East Sikkim, SK, India","27.339309692382812, 88.64765930175781",2603,108.9446792
245,ARUNACHAL PRADESH,Tawang,49977,0.521699982,"Tawang, ARUNACHAL PRADESH","Tawang, AR, India","27.57085418701172, 91.78889465332031",3642,13.72240527
246,ARUNACHAL PRADESH,West Kameng,83947,0.577650184,"West Kameng, ARUNACHAL PRADESH","Nafra, AR, India","27.381933212280273, 92.46092224121094",5247,15.99904707
247,ARUNACHAL PRADESH,East Kameng,78690,0.488613547,"East Kameng, ARUNACHAL PRADESH","East Kameng, AR, India","27.440717697143555, 92.92621612548828",2748,28.63537118
248,ARUNACHAL PRADESH,Papum Pare,176573,0.685540824,"Papum Pare, ARUNACHAL PRADESH","Papum-Pare, AR, India","27.32866859436035, 93.50557708740234",3462,51.00317735
249,ARUNACHAL PRADESH,Upper Subansiri,83448,0.542589397,"Upper Subansiri, ARUNACHAL PRADESH","Upper Subansiri, AR, India","28.08232307434082, 93.89224243164062",7161,11.65312107
250,ARUNACHAL PRADESH,West Siang,112274,0.576678483,"West Siang, ARUNACHAL PRADESH","West Siang, AR, India","27.68978500366211, 94.46290588378906",8325,13.48636637
251,ARUNACHAL PRADESH,East Siang,99214,0.630717439,"East Siang, ARUNACHAL PRADESH","AR, India","27.977121353149414, 95.37276458740234",3603,27.53649736
252,ARUNACHAL PRADESH,Upper Siang,35320,0.515147225,"Upper Siang, ARUNACHAL PRADESH","Upper Siang, AR, India","28.879722595214844, 94.7969741821289",7032,5.022753129
253,ARUNACHAL PRADESH,Changlang,148226,0.493665079,"Changlang, ARUNACHAL PRADESH","Changlang, AR, India","27.135101318359375, 95.73269653320312",4662,31.79450879
254,ARUNACHAL PRADESH,Tirap,111975,0.428434919,"Tirap, ARUNACHAL PRADESH","Tirap, AR, India","26.978174209594727, 95.46952056884766",4509,24.833666
255,ARUNACHAL PRADESH,Lower Subansiri,83030,0.651053836,"Lower Subansiri, ARUNACHAL PRADESH","Lower Subansiri, AR, India","27.676368713378906, 93.94351196289062",2528,32.84414557
256,ARUNACHAL PRADESH,Kurung Kumey,92076,0.397562883,"Kurung Kumey, ARUNACHAL PRADESH","Kurung Kumey, AR, India","28.035236358642578, 93.34025573730469",2905,31.69569707
257,ARUNACHAL PRADESH,Dibang Valley,8004,0.554222889,"Dibang Valley, ARUNACHAL PRADESH","Dibang Valley, AR, India","28.82923126220703, 95.85501861572266",9129,0.876766349
258,ARUNACHAL PRADESH,Lower Dibang Valley,54080,0.588923817,"Lower Dibang Valley, ARUNACHAL PRADESH","AR, India","28.100570678710938, 95.77632904052734",3508,15.41619156
259,ARUNACHAL PRADESH,Lohit,145726,0.569987511,"Lohit, ARUNACHAL PRADESH","Lohit, AR, India","27.913331985473633, 96.23123931884766",562,259.2989324
260,ARUNACHAL PRADESH,Anjaw,21167,0.471961071,"Anjaw, ARUNACHAL PRADESH","AR, India","27.87375259399414, 96.70304870605469",6190,3.419547658
261,NAGALAND,Mon,250260,0.478006873,"Mon, NAGALAND","NL, India","26.67267417907715, 95.01764678955078",4989,50.16235719
262,NAGALAND,Mokokchung,194622,0.819506531,"Mokokchung, NAGALAND","Mokokchung, NL, India","26.324098587036133, 94.52120208740234",3718,52.34588488
263,NAGALAND,Zunheboto,140757,0.730912139,"Zunheboto, NAGALAND","Zunheboto Sadar, NL, India","26.01533317565918, 94.5266342163086",1255,112.1569721
264,NAGALAND,Wokha,166343,0.770744786,"Wokha, NAGALAND","Wokha, NL, India","26.095502853393555, 94.25273895263672",1628,102.1762899
265,NAGALAND,Dimapur,378811,0.733972878,"Dimapur, NAGALAND","Dimapur, NL, India","25.882465362548828, 93.77437591552734",6036,62.75861498
266,NAGALAND,Phek,163418,0.647988594,"Phek, NAGALAND","Phek, NL, India","25.664499282836914, 94.46959686279297",2026,80.66041461
267,NAGALAND,Tuensang,196596,0.597728336,"Tuensang, NAGALAND","Tuensang, NL, India","26.234092712402344, 94.81153869628906",10597,18.55204303
268,NAGALAND,Longleng,50484,0.591454718,"Longleng, NAGALAND","Longleng, NL, India","26.488414764404297, 94.81487274169922",3900,12.94461538
269,NAGALAND,Kiphire,74004,0.557159072,"Kiphire, NAGALAND","Kiphire Sadar, NL, India","25.889116287231445, 94.78519439697266",1884,39.28025478
270,NAGALAND,Kohima,267988,0.736932251,"Kohima, NAGALAND","Kohima, NL, India","25.90597152709961, 93.73908996582031",3296,81.30703883
271,NAGALAND,Peren,95219,0.653272981,"Peren, NAGALAND","Peren, NL, India","25.540771484375, 93.73837280273438",1651,57.67353119
272,MANIPUR,Senapati,479148,0.551973503,"Senapati, MANIPUR","Senapati, MN, India","25.272062301635742, 94.02611541748047",3271,146.4836441
273,MANIPUR,Tamenglong,140651,0.604375369,"Tamenglong, MANIPUR","Tamenglong, MN, India","24.996713638305664, 93.480712890625",3139,44.80758203
274,MANIPUR,Churachandpur,274143,0.714718231,"Churachandpur, MANIPUR","Churachandpur, MN, India","24.346601486206055, 93.70020294189453",4570,59.98752735
275,MANIPUR,Bishnupur,237399,0.658524257,"Bishnupur, MANIPUR","Bishnupur, MN, India","24.62809944152832, 93.76270294189453",2883,82.34443288
276,MANIPUR,Thoubal,422168,0.637907184,"Thoubal, MANIPUR","Thoubal, MN, India","24.64849853515625, 93.99270629882812",3027,139.4674595
277,MANIPUR,Imphal West,517992,0.757976957,"Imphal West, MANIPUR","Imphal West, MN, India","24.798927307128906, 93.9366683959961",709,730.5952045
278,MANIPUR,Imphal East,456113,0.711806066,"Imphal East, MANIPUR","MN, India","24.731433868408203, 93.98554992675781",4356,104.7091368
279,MANIPUR,Ukhrul,183998,0.705600061,"Ukhrul, MANIPUR","Ukhrul, MN, India","25.189849853515625, 94.32588195800781",4076,45.14180569
280,MANIPUR,Chandel,144182,0.626305641,"Chandel, MANIPUR","Chandel, MN, India","24.327377319335938, 93.9925765991211",3313,43.52007244
281,MIZORAM,Mamit,86364,0.696945487,"Mamit, MIZORAM","Mamit, MZ, India","23.699857711791992, 92.48914337158203",5800,14.89034483
282,MIZORAM,Kolasib,83955,0.78488476,"Kolasib, MIZORAM","MZ, India","24.191730499267578, 92.72520446777344",7685,10.9245283
283,MIZORAM,Aizawl,400309,0.850830234,"Aizawl, MIZORAM","Aizawl, MZ, India","23.7243709564209, 92.71864318847656",3576,111.9432327
284,MIZORAM,Champhai,125745,0.801638236,"Champhai, MIZORAM","Champhai, MZ, India","23.478515625, 93.325927734375",3185,39.48037677
285,MIZORAM,Serchhip,64937,0.838905401,"Serchhip, MIZORAM","Serchhip, MZ, India","23.308300018310547, 92.85639953613281",1421,45.69809993
286,MIZORAM,Lunglei,161428,0.75031593,"Lunglei, MIZORAM","Lunglei, MZ, India","22.911895751953125, 92.75538635253906",1788,90.28411633
287,MIZORAM,Lawngtlai,117894,0.533199315,"Lawngtlai, MIZORAM","Lawngtlai, MZ, India","22.53361701965332, 92.8965072631836",45110,2.613478164
288,MIZORAM,Saiha,56574,0.746508997,"Saiha, MIZORAM","Saiha, MZ, India","22.489299774169922, 92.97689819335938",1399,40.43888492
289,TRIPURA,West Tripura,1725739,0.788852776,"West Tripura, TRIPURA","West Tripura, TR, India","23.822486877441406, 91.2872085571289",2993,576.591714
290,TRIPURA,South Tripura,876001,0.738366737,"South Tripura, TRIPURA","South Tripura, TR, India","23.365205764770508, 91.5909194946289",9960,87.95190763
291,TRIPURA,Dhalai,378230,0.730288449,"Dhalai, TRIPURA","Raishyabari, TR, India","23.48348617553711, 91.91759490966797",2400,157.5958333
292,TRIPURA,North Tripura,693947,0.74991606,"North Tripura, TRIPURA","TR, India","24.096263885498047, 92.21112823486328",2036,340.8384086
293,MEGHALAYA,West Garo Hills,643291,0.557604568,"West Garo Hills, MEGHALAYA","West Garo Hills, ML, India","25.5822811126709, 90.13068389892578",7742,83.09106174
294,MEGHALAYA,East Garo Hills,317917,0.6043936,"East Garo Hills, MEGHALAYA","East Garo Hills, ML, India","25.682811737060547, 90.5737075805664",10807,29.41769224
295,MEGHALAYA,South Garo Hills,142334,0.576545309,"South Garo Hills, MEGHALAYA","South Garo Hills, ML, India","25.298513412475586, 90.60348510742188",1966,72.39776195
296,MEGHALAYA,West Khasi Hills,383461,0.601568347,"West Khasi Hills, MEGHALAYA","Nongstoin, ML, India","25.480445861816406, 91.291015625",8025,47.78330218
297,MEGHALAYA,Ribhoi,258840,0.602144182,"Ribhoi, MEGHALAYA","Ri-Bhoi district, ML, India","25.899999618530273, 91.88300323486328",2448,105.7352941
298,MEGHALAYA,East Khasi Hills,825922,0.699860277,"East Khasi Hills, MEGHALAYA","ML, India","25.384817123413086, 91.80081176757812",7352,112.3397715
299,MEGHALAYA,Jaintia Hills,395124,0.474602909,"Jaintia Hills, MEGHALAYA","Khliehriat, ML, India","25.38981819152832, 92.39491271972656",1668,236.8848921
300,ASSAM,Kokrajhar,887142,0.551552063,"Kokrajhar, ASSAM","Kokrajhar, AS, India","26.404499053955078, 90.27310180664062",3979,222.9560191
301,ASSAM,Dhubri,1949258,0.473175434,"Dhubri, ASSAM","Dhubri, AS, India","26.0226993560791, 89.97840118408203",2176,895.7987132
302,ASSAM,Goalpara,1008183,0.559002681,"Goalpara, ASSAM","Goalpara, AS, India","26.16410255432129, 90.625",1824,552.7319079
303,ASSAM,Barpeta,1693622,0.529668368,"Barpeta, ASSAM","Barpeta, AS, India","26.329500198364258, 91.006103515625",5427,312.073337
304,ASSAM,Morigaon,957423,0.563911667,"Morigaon, ASSAM","Morigaon, AS, India","26.252803802490234, 92.34259033203125",157,6098.235669
305,ASSAM,Nagaon,2823768,0.605827391,"Nagaon, ASSAM","Nagaon, AS, India","26.352170944213867, 92.6745376586914",17718,159.3728412
306,ASSAM,Sonitpur,1924110,0.576147933,"Sonitpur, ASSAM","Golaghat, AS, India","26.27743148803711, 94.07136535644531",247,7789.919028
307,ASSAM,Lakhimpur,1042137,0.65585043,"Lakhimpur, ASSAM","North Lakhimpur, AS, India","27.23590087890625, 94.10459899902344",1228,848.6457655
308,ASSAM,Dhemaji,686133,0.616539359,"Dhemaji, ASSAM","Dhemaji, AS, India","27.482295989990234, 94.56839752197266",3237,211.965709
309,ASSAM,Tinsukia,1327929,0.601178226,"Tinsukia, ASSAM","Tinsukia, AS, India","27.480077743530273, 95.333984375",2362,562.2053345
310,ASSAM,Dibrugarh,1326335,0.666898634,"Dibrugarh, ASSAM","AS, India","27.366790771484375, 95.05319213867188",3381,392.2907424
311,ASSAM,Sivasagar,1151050,0.706750358,"Sivasagar, ASSAM","Sibsagar, AS, India","26.989301681518555, 94.63970184326172",2219,518.7246507
312,ASSAM,Jorhat,1092256,0.727786343,"Jorhat, ASSAM","Jorhat, AS, India","26.774904251098633, 94.18135833740234",22850,47.80113786
313,ASSAM,Golaghat,1066888,0.676513373,"Golaghat, ASSAM","Golaghat, AS, India","26.509397506713867, 93.96209716796875",3502,304.6510565
314,ASSAM,Karbi Anglong,956313,0.582669063,"Karbi Anglong, ASSAM","Karbi Anglong, AS, India","26.007469177246094, 93.32860565185547",5524,173.1196597
315,ASSAM,Dima Hasao,214102,0.657971434,"Dima Hasao, ASSAM","Dima Hasao, AS, India","25.178970336914062, 93.11669921875",927,230.9622438
316,ASSAM,Cachar,1736617,0.676100718,"Cachar, ASSAM","Cachar, AS, India","24.714752197265625, 92.8404312133789",3786,458.6944004
317,ASSAM,Karimganj,1228686,0.647274405,"Karimganj, ASSAM","Karimganj, AS, India","24.86020278930664, 92.37310028076172",14036,87.53818752
318,ASSAM,Hailakandi,659296,0.617880284,"Hailakandi, ASSAM","Lala, AS, India","24.684995651245117, 92.56410217285156",1327,496.8319518
319,ASSAM,Bongaigaon,738804,0.587541486,"Bongaigaon, ASSAM","Bongaigaon, AS, India","26.41375160217285, 90.58663940429688",5168,142.9574303
320,ASSAM,Chirang,482162,0.539034598,"Chirang, ASSAM","AS, India","26.525270462036133, 90.49066162109375",1923,250.7342694
321,ASSAM,Kamrup,1517542,0.655875752,"Kamrup, ASSAM","AS, India","26.354419708251953, 92.82757568359375",7920,191.6088384
322,ASSAM,Kamrup Metropolitan,1253938,0.798437403,"Kamrup Metropolitan, ASSAM","Dispur, AS, India","26.150049209594727, 91.77133178710938",3105,403.8447665
323,ASSAM,Nalbari,771639,0.689144794,"Nalbari, ASSAM","Nalbari, AS, India","26.44580078125, 91.43840026855469",3420,225.6254386
324,ASSAM,Baksa,950075,0.602938715,"Baksa, ASSAM","Baksa, AS, India","26.685110092163086, 91.34771728515625",9229,102.9445227
325,ASSAM,Darrang,928500,0.524543888,"Darrang, ASSAM","Tezpur, AS, India","26.655044555664062, 92.77245330810547",1585,585.8044164
326,ASSAM,Udalguri,831668,0.565040377,"Udalguri, ASSAM","Udalguri, AS, India","26.744400024414062, 92.09739685058594",2542,327.1707317
327,WEST BENGAL,Darjiling,1846823,0.712350344,"Darjiling, WEST BENGAL","Darjiling, WB, India","27.049999237060547, 88.26699829101562",3149,586.4791997
328,WEST BENGAL,Jalpaiguri,3872846,0.645205102,"Jalpaiguri, WEST BENGAL","Jalpaiguri, WB, India","26.521076202392578, 88.7274398803711",10640,363.9892857
329,WEST BENGAL,Koch Bihar,2819086,0.656419847,"Koch Bihar, WEST BENGAL","Koch Bihar, WB, India","26.316238403320312, 89.4525375366211",4102,687.2467089
330,WEST BENGAL,Uttar Dinajpur,3007134,0.495377659,"Uttar Dinajpur, WEST BENGAL","Raiganj, WB, India","25.76348876953125, 88.081298828125",10277,292.6081541
331,WEST BENGAL,Dakshin Dinajpur,1676276,0.646483634,"Dakshin Dinajpur, WEST BENGAL","Balurghat, WB, India","25.22896385192871, 88.7788314819336",2219,755.4195584
332,WEST BENGAL,Maldah,3988845,0.523066702,"Maldah, WEST BENGAL","Old Malda, WB, India","25.035741806030273, 88.1596908569336",3025,1318.626446
333,WEST BENGAL,Murshidabad,7103807,0.57093809,"Murshidabad, WEST BENGAL","Murshidabad, WB, India","24.17327880859375, 88.2777099609375",3172,2239.535624
334,WEST BENGAL,Birbhum,3502404,0.616275849,"Birbhum, WEST BENGAL","Sainthia, WB, India","23.95068359375, 87.680908203125",496,7061.298387
335,WEST BENGAL,Barddhaman,7717563,0.679904783,"Barddhaman, WEST BENGAL","Barddhaman, WB, India","23.232999801635742, 87.86699676513672",4120,1873.194903
336,WEST BENGAL,Nadia,5167600,0.673534136,"Nadia, WEST BENGAL","WB, India","23.4802303314209, 88.51757049560547",2569,2011.521993
337,WEST BENGAL,North Twenty Four Parganas,10009781,0.760125821,"North Twenty Four Parganas, WEST BENGAL","Habra-I, West Bengal, India","22.84597, 88.66532",4094,2444.988031
338,WEST BENGAL,Hugli,5519145,0.738952863,"Hugli, WEST BENGAL","Hugli, WB, India","23.01143455505371, 88.23809814453125",3386,1629.989663
339,WEST BENGAL,Bankura,3596674,0.620849151,"Bankura, WEST BENGAL","Bankura, WB, India","23.22247314453125, 86.989501953125",4522,795.3724016
340,WEST BENGAL,Puruliya,2930115,0.55455332,"Puruliya, WEST BENGAL","Puruliya, WB, India","23.34149169921875, 86.3720703125",6259,468.1442722
341,WEST BENGAL,Haora,4850029,0.743336999,"Haora, WEST BENGAL","Haora, WB, India","22.593534469604492, 88.31326293945312",1467,3306.086571
342,WEST BENGAL,Kolkata,4496694,0.797950005,"Kolkata, WEST BENGAL","Kolkata, WB, India","22.56557273864746, 88.3702163696289",2483,1810.992348
343,WEST BENGAL,South Twenty Four Parganas,8161961,0.67773627,"South Twenty Four Parganas, WEST BENGAL","South Dumdum, West Bengal, India","22.61517, 88.41151",421,19387.08076
344,WEST BENGAL,Paschim Medinipur,5913457,0.689683209,"Paschim Medinipur, WEST BENGAL","Jamuria, WB, India","23.66168212890625, 87.177490234375",9368,631.2400726
345,WEST BENGAL,Purba Medinipur,5095875,0.76987642,"Purba Medinipur, WEST BENGAL","Ramnagar-I, WB, India","21.628938674926758, 87.51787567138672",4713,1081.238065
346,JHARKHAND,Garhwa,1322784,0.494015652,"Garhwa, JHARKHAND","Garhwa, JH, India","24.165098190307617, 83.80989837646484",4093,323.1820181
347,JHARKHAND,Chatra,1042886,0.489086055,"Chatra, JHARKHAND","Chatra, JH, India","24.206199645996094, 84.87129974365234",3718,280.4965035
