District code,State name,District name,Population Total,Literacy rate,name,Place,Coordinates,Area,Population
628,TAMIL NADU,Tirunelveli,3077233,0.738799109,"Tirunelveli, TAMIL NADU","Tirunelveli, TN, India","8.728791236877441, 77.70458221435547",5187,593.2587237
629,TAMIL NADU,Kanniyakumari,1870374,0.828036532,"Kanniyakumari, TAMIL NADU","Agasthiswaram, TN, India","8.16178035736084, 77.43623352050781",2093,893.6330626
630,TAMIL NADU,Dharmapuri,1506843,0.609027616,"Dharmapuri, TAMIL NADU","Dharmapuri, TN, India","12.125699996948242, 78.154296875",4497,335.0773849
631,TAMIL NADU,Krishnagiri,1879809,0.631956757,"Krishnagiri, TAMIL NADU","Krishnagiri, TN, India","12.507959365844727, 78.22254943847656",410,4584.9
632,TAMIL NADU,Coimbatore,3458045,0.762253528,"Coimbatore, TAMIL NADU","Coimbatore, TN, India","11.016009330749512, 76.97030639648438",4732,730.7787405
633,TAMIL NADU,Tiruppur,2479052,0.710177116,"Tiruppur, TAMIL NADU","Tiruppur, TN, India","11.107953071594238, 77.34068298339844",6188,400.6224952
634,PONDICHERRY,Yanam,55626,0.706036745,"Yanam, PONDICHERRY","Yanam, PY, India","16.71490478515625, 82.28350830078125",30,1854.2
635,PONDICHERRY,PONDICHERRY,950289,0.764661066,"PONDICHERRY, PONDICHERRY","Puducherry, PY, India","11.93450927734375, 79.83270263671875",1674,567.6756272
636,PONDICHERRY,Mahe,41816,0.872154199,"Mahe, PONDICHERRY","Mahe, PY, India","11.7200927734375, 75.538330078125",4401,9.501476937
637,PONDICHERRY,Karaikal,200222,0.77372117,"Karaikal, PONDICHERRY","Karaikal, PY, India","10.93170166015625, 79.83551025390625",1633,122.6099204
638,ANDAMAN AND NICOBAR ISLANDS,Nicobars,36842,0.687584822,"Nicobars, ANDAMAN AND NICOBAR ISLANDS","AN, India","7.0291619300842285, 93.79431915283203",7956,4.630718954
639,ANDAMAN AND NICOBAR ISLANDS,North  AND Middle Andaman,105597,0.745125335,"North  AND Middle Andaman, ANDAMAN AND NICOBAR ISLANDS","AN, India","12.920000076293945, 92.9000015258789",4888,21.60331424
640,ANDAMAN AND NICOBAR ISLANDS,South Andaman,238142,0.798960284,"South Andaman, ANDAMAN AND NICOBAR ISLANDS","South Andaman, AN, India","11.591324806213379, 92.70773315429688",750,317.5226667
